	timestamp(CST)	stage(ft)
2078	2016-08-28 23:30:08-05	0.63
2079	2016-08-28 23:15:02-05	0.61
2080	2016-08-28 23:00:11-05	0.63
2081	2016-08-28 22:45:06-05	0.63
2082	2016-08-28 22:30:00-05	0.65
2083	2016-08-28 22:15:10-05	0.65
2084	2016-08-28 22:00:04-05	0.65
2085	2016-08-28 21:45:10-05	0.63
2086	2016-08-28 21:30:05-05	0.64
2087	2016-08-28 21:15:14-05	0.63
2088	2016-08-28 21:00:01-05	0.62
2089	2016-08-28 20:45:10-05	0.62
2090	2016-08-28 20:30:05-05	0.61
2091	2016-08-28 20:15:12-05	0.62
2092	2016-08-28 20:00:06-05	0.61
2093	2016-08-28 19:45:00-05	0.59
2094	2016-08-28 19:30:09-05	0.61
2095	2016-08-28 19:15:11-05	0.6
2096	2016-08-28 19:00:05-05	0.61
2097	2016-08-28 18:45:12-05	0.61
2098	2016-08-28 18:30:03-05	0.6
2099	2016-08-28 18:15:10-05	0.57
2100	2016-08-28 18:00:04-05	0.58
2101	2016-08-28 17:45:13-05	0.55
2102	2016-08-28 17:30:07-05	0.54
2103	2016-08-28 17:15:01-05	0.52
2104	2016-08-28 17:00:10-05	0.52
2105	2016-08-28 16:45:05-05	0.54
2106	2016-08-28 16:30:14-05	0.59
2107	2016-08-28 16:15:08-05	0.59
2108	2016-08-28 16:00:02-05	0.62
2109	2016-08-28 15:45:11-05	0.64
2110	2016-08-28 15:30:05-05	0.63
2111	2016-08-28 15:15:12-05	0.62
2112	2016-08-28 15:00:07-05	0.61
2113	2016-08-28 14:45:00-05	0.65
2114	2016-08-28 14:30:09-05	0.64
2115	2016-08-28 14:15:04-05	0.68
2116	2016-08-28 14:00:13-05	0.65
2117	2016-08-28 13:45:08-05	0.69
2118	2016-08-28 13:30:02-05	0.69
2119	2016-08-28 13:15:06-05	0.67
2120	2016-08-28 13:00:10-05	0.7
2121	2016-08-28 12:45:05-05	0.72
2122	2016-08-28 12:30:14-05	0.72
2123	2016-08-28 12:15:08-05	0.73
2124	2016-08-28 12:00:03-05	0.72
2125	2016-08-28 11:45:13-05	0.72
2126	2016-08-28 11:30:08-05	0.73
2127	2016-08-28 11:15:02-05	0.75
2128	2016-08-28 11:00:12-05	0.74
2129	2016-08-28 10:45:06-05	0.75
2130	2016-08-28 10:30:01-05	0.74
2131	2016-08-28 10:15:10-05	0.75
2132	2016-08-28 10:00:05-05	0.74
2133	2016-08-28 09:45:14-05	0.73
2134	2016-08-28 09:30:08-05	0.76
2135	2016-08-28 09:15:03-05	0.75
2136	2016-08-28 09:00:12-05	0.75
2137	2016-08-28 08:45:07-05	0.76
2138	2016-08-28 08:30:01-05	0.75
2139	2016-08-28 08:15:10-05	0.75
2140	2016-08-28 08:00:05-05	0.74
2141	2016-08-28 07:45:14-05	0.74
2142	2016-08-28 07:30:09-05	0.71
2143	2016-08-28 07:15:04-05	0.71
2144	2016-08-28 07:00:13-05	0.67
2145	2016-08-28 06:45:08-05	0.69
2146	2016-08-28 06:30:02-05	0.69
2147	2016-08-28 06:15:12-05	0.68
2148	2016-08-28 06:00:06-05	0.68
2149	2016-08-28 05:45:01-05	0.69
2150	2016-08-28 05:30:10-05	0.68
2151	2016-08-28 05:15:04-05	0.67
2152	2016-08-28 05:00:13-05	0.69
2153	2016-08-28 04:45:08-05	0.69
2154	2016-08-28 04:30:02-05	0.68
2155	2016-08-28 04:15:11-05	0.68
2156	2016-08-28 04:00:05-05	0.69
2157	2016-08-28 03:45:14-05	0.68
2158	2016-08-28 03:30:09-05	0.68
2159	2016-08-28 03:15:03-05	0.69
2160	2016-08-28 03:00:12-05	0.7
2161	2016-08-28 02:45:07-05	0.69
2162	2016-08-28 02:30:01-05	0.68
2163	2016-08-28 02:15:10-05	0.68
2164	2016-08-28 02:00:13-05	0.68
2165	2016-08-28 01:45:08-05	0.69
2166	2016-08-28 01:30:00-05	0.69
2167	2016-08-28 01:15:09-05	0.7
2168	2016-08-28 01:00:03-05	0.69
2169	2016-08-28 00:45:12-05	0.69
2170	2016-08-28 00:30:04-05	0.68
2171	2016-08-28 00:15:02-05	0.69
2172	2016-08-28 00:00:09-05	0.68
2173	2016-08-27 23:45:03-05	0.68
2174	2016-08-27 23:30:12-05	0.68
2175	2016-08-27 23:15:06-05	0.67
2176	2016-08-27 23:00:00-05	0.67
2177	2016-08-27 22:45:07-05	0.67
2178	2016-08-27 22:30:13-05	0.67
2179	2016-08-27 22:15:07-05	0.67
2180	2016-08-27 22:00:02-05	0.67
2181	2016-08-27 21:45:11-05	0.65
2182	2016-08-27 21:30:05-05	0.67
2183	2016-08-27 21:15:14-05	0.67
2184	2016-08-27 21:00:09-05	0.65
2185	2016-08-27 20:45:03-05	0.65
2186	2016-08-27 20:30:12-05	0.65
2187	2016-08-27 20:15:06-05	0.63
2188	2016-08-27 20:00:01-05	0.61
2189	2016-08-27 19:45:10-05	0.61
2190	2016-08-27 19:30:04-05	0.61
2191	2016-08-27 19:15:02-05	0.63
2192	2016-08-27 19:00:11-05	0.63
2193	2016-08-27 18:45:06-05	0.66
2194	2016-08-27 18:30:00-05	0.69
2195	2016-08-27 18:15:09-05	0.69
2196	2016-08-27 18:00:03-05	0.7
2197	2016-08-27 17:45:12-05	0.71
2198	2016-08-27 17:30:07-05	0.73
2199	2016-08-27 17:15:01-05	0.72
2200	2016-08-27 17:00:10-05	0.71
2201	2016-08-27 16:45:05-05	0.73
2202	2016-08-27 16:30:14-05	0.74
2203	2016-08-27 16:15:08-05	0.75
2204	2016-08-27 16:00:03-05	0.74
2205	2016-08-27 15:45:12-05	0.77
2206	2016-08-27 15:30:07-05	0.76
2207	2016-08-27 15:15:09-05	0.75
2208	2016-08-27 15:00:10-05	0.77
2209	2016-08-27 14:45:05-05	0.79
2210	2016-08-27 14:30:13-05	0.8
2211	2016-08-27 14:15:08-05	0.81
2212	2016-08-27 14:00:02-05	0.8
2213	2016-08-27 13:45:11-05	0.77
2214	2016-08-27 13:30:06-05	0.8
2215	2016-08-27 13:15:01-05	0.83
2216	2016-08-27 13:00:10-05	0.81
2217	2016-08-27 12:45:04-05	0.81
2218	2016-08-27 12:30:13-05	0.8
2219	2016-08-27 12:15:07-05	0.83
2220	2016-08-27 12:00:02-05	0.8
2221	2016-08-27 11:45:11-05	0.82
2222	2016-08-27 11:30:05-05	0.82
2223	2016-08-27 11:15:14-05	0.82
2224	2016-08-27 11:00:08-05	0.83
2225	2016-08-27 10:45:03-05	0.82
2226	2016-08-27 10:30:12-05	0.82
2227	2016-08-27 10:15:06-05	0.82
2228	2016-08-27 10:00:01-05	0.82
2229	2016-08-27 09:45:09-05	0.83
2230	2016-08-27 09:30:04-05	0.83
2231	2016-08-27 09:15:13-05	0.85
2232	2016-08-27 09:00:07-05	0.86
2233	2016-08-27 08:45:02-05	0.85
2234	2016-08-27 08:30:11-05	0.85
2235	2016-08-27 08:15:05-05	0.87
2236	2016-08-27 08:00:00-05	0.86
2237	2016-08-27 07:45:09-05	0.87
2238	2016-08-27 07:30:03-05	0.87
2239	2016-08-27 07:15:12-05	0.88
2240	2016-08-27 07:00:07-05	0.88
2241	2016-08-27 06:45:02-05	0.88
2242	2016-08-27 06:30:11-05	0.89
2243	2016-08-27 06:15:05-05	0.89
2244	2016-08-27 06:00:14-05	0.9
2245	2016-08-27 05:45:08-05	0.91
2246	2016-08-27 05:30:02-05	0.9
2247	2016-08-27 05:15:11-05	0.91
2248	2016-08-27 05:00:06-05	0.92
2249	2016-08-27 04:45:00-05	0.92
2250	2016-08-27 04:30:09-05	0.93
2251	2016-08-27 04:15:04-05	0.92
2252	2016-08-27 04:00:13-05	0.95
2253	2016-08-27 03:45:07-05	0.96
2254	2016-08-27 03:30:02-05	0.96
2255	2016-08-27 03:15:11-05	0.96
2256	2016-08-27 03:00:05-05	0.97
2257	2016-08-27 02:45:14-05	0.97
2258	2016-08-27 02:30:09-05	0.97
2259	2016-08-27 02:15:03-05	0.97
2260	2016-08-27 02:00:12-05	0.97
2261	2016-08-27 01:45:07-05	0.95
2262	2016-08-27 01:30:02-05	0.93
2263	2016-08-27 01:15:10-05	0.89
2264	2016-08-27 01:00:05-05	0.84
2265	2016-08-27 00:45:13-05	0.81
2266	2016-08-27 00:30:08-05	0.78
2267	2016-08-27 00:15:03-05	0.77
2268	2016-08-27 00:00:12-05	0.75
2269	2016-08-26 23:45:07-05	0.76
2270	2016-08-26 23:30:01-05	0.75
2271	2016-08-26 23:15:11-05	0.73
2272	2016-08-26 23:00:05-05	0.69
2273	2016-08-26 22:45:14-05	0.71
2274	2016-08-26 22:30:09-05	0.69
2275	2016-08-26 22:15:03-05	0.67
2276	2016-08-26 22:00:12-05	0.64
2277	2016-08-26 21:45:07-05	0.64
2278	2016-08-26 21:30:00-05	0.62
2279	2016-08-26 21:15:10-05	0.62
2280	2016-08-26 21:00:04-05	0.65
2281	2016-08-26 20:45:13-05	0.64
2282	2016-08-26 20:30:08-05	0.66
2283	2016-08-26 20:15:02-05	0.66
2284	2016-08-26 20:00:10-05	0.65
2285	2016-08-26 19:45:05-05	0.66
2286	2016-08-26 19:30:14-05	0.66
2287	2016-08-26 19:15:08-05	0.65
2288	2016-08-26 19:00:03-05	0.66
2289	2016-08-26 18:45:12-05	0.64
2290	2016-08-26 18:30:06-05	0.66
2291	2016-08-26 18:15:01-05	0.66
2292	2016-08-26 18:00:12-05	0.66
2293	2016-08-26 17:45:06-05	0.65
2294	2016-08-26 17:30:14-05	0.65
2295	2016-08-26 17:15:08-05	0.64
2296	2016-08-26 17:00:02-05	-1.68
2297	2016-08-26 16:45:10-05	0.65
2298	2016-08-26 16:30:04-05	0.66
2299	2016-08-26 16:15:12-05	-1.68
2300	2016-08-26 16:00:07-05	0.66
2301	2016-08-26 15:45:01-05	0.65
2302	2016-08-26 15:30:10-05	0.66
2303	2016-08-26 15:15:04-05	0.66
2304	2016-08-26 15:00:12-05	0.66
2305	2016-08-26 14:45:06-05	0.66
2306	2016-08-26 14:30:01-05	0.65
2307	2016-08-26 14:15:10-05	0.65
2308	2016-08-26 14:00:05-05	0.66
2309	2016-08-26 13:45:14-05	0.66
2310	2016-08-26 13:30:08-05	0.66
2311	2016-08-26 13:15:02-05	0.65
2312	2016-08-26 13:00:11-05	0.65
2313	2016-08-26 12:45:05-05	0.64
2314	2016-08-26 12:30:14-05	0.66
2315	2016-08-26 12:15:08-05	0.66
2316	2016-08-26 12:00:02-05	0.66
2317	2016-08-26 11:45:11-05	0.65
2318	2016-08-26 11:30:06-05	0.66
2319	2016-08-26 11:15:00-05	0.67
2320	2016-08-26 11:00:09-05	0.67
2321	2016-08-26 10:45:03-05	0.66
2322	2016-08-26 10:30:13-05	0.67
2323	2016-08-26 10:15:07-05	0.68
2324	2016-08-26 10:00:02-05	0.67
2325	2016-08-26 09:45:06-05	0.66
2326	2016-08-26 09:30:14-05	0.67
2327	2016-08-26 09:15:06-05	0.67
2328	2016-08-26 09:00:01-05	0.68
2329	2016-08-26 08:45:09-05	0.68
2330	2016-08-26 08:30:01-05	0.67
2331	2016-08-26 08:15:08-05	0.67
2332	2016-08-26 08:00:01-05	0.68
2333	2016-08-26 07:45:10-05	0.68
2334	2016-08-26 07:30:04-05	0.66
2335	2016-08-26 07:15:13-05	0.65
2336	2016-08-26 07:00:05-05	0.66
2337	2016-08-26 06:45:13-05	0.65
2338	2016-08-26 06:30:07-05	0.64
2339	2016-08-26 06:15:02-05	0.65
2340	2016-08-26 06:00:11-05	0.65
2341	2016-08-26 05:45:04-05	0.66
2342	2016-08-26 05:30:13-05	0.65
2343	2016-08-26 05:15:08-05	0.65
2344	2016-08-26 05:00:02-05	0.65
2345	2016-08-26 04:45:09-05	0.66
2346	2016-08-26 04:30:03-05	0.65
2347	2016-08-26 04:15:12-05	0.66
2348	2016-08-26 04:00:07-05	0.64
2349	2016-08-26 03:45:14-05	0.63
2350	2016-08-26 03:30:04-05	0.65
2351	2016-08-26 03:15:10-05	0.64
2352	2016-08-26 03:00:02-05	0.6
2353	2016-08-26 02:45:11-05	0.64
2354	2016-08-26 02:30:06-05	0.64
2355	2016-08-26 02:15:01-05	0.64
2356	2016-08-26 02:00:09-05	0.65
2357	2016-08-26 01:45:03-05	0.64
2358	2016-08-26 01:30:06-05	0.63
2359	2016-08-26 01:15:08-05	0.62
2360	2016-08-26 01:00:02-05	0.62
2361	2016-08-26 00:45:10-05	0.62
2362	2016-08-26 00:30:05-05	0.64
2363	2016-08-26 00:15:09-05	0.64
2364	2016-08-26 00:00:08-05	0.65
2365	2016-08-25 23:45:12-05	0.65
2366	2016-08-25 23:30:04-05	0.64
2367	2016-08-25 23:15:10-05	0.64
2368	2016-08-25 23:00:05-05	0.63
2369	2016-08-25 22:45:04-05	0.63
2370	2016-08-25 22:30:13-05	0.61
2371	2016-08-25 22:15:06-05	0.61
2372	2016-08-25 22:00:09-05	0.6
2373	2016-08-25 21:45:12-05	0.6
2374	2016-08-25 21:30:06-05	0.62
2375	2016-08-25 21:15:00-05	0.63
2376	2016-08-25 21:00:09-05	0.61
2377	2016-08-25 20:45:03-05	0.61
2378	2016-08-25 20:30:09-05	0.6
2379	2016-08-25 20:15:03-05	0.57
2380	2016-08-25 20:00:12-05	0.57
2381	2016-08-25 19:45:03-05	0.55
2382	2016-08-25 19:30:12-05	0.58
2383	2016-08-25 19:15:07-05	0.58
2384	2016-08-25 19:00:10-05	0.57
2385	2016-08-25 18:45:04-05	0.61
2386	2016-08-25 18:30:12-05	0.63
2387	2016-08-25 18:15:06-05	0.67
2388	2016-08-25 18:00:00-05	0.68
2389	2016-08-25 17:45:09-05	0.67
2390	2016-08-25 17:30:04-05	0.68
2391	2016-08-25 17:15:12-05	0.68
2392	2016-08-25 17:00:06-05	0.67
2393	2016-08-25 16:45:01-05	0.67
2394	2016-08-25 16:30:09-05	0.68
2395	2016-08-25 16:15:13-05	0.68
2396	2016-08-25 16:00:07-05	0.68
2397	2016-08-25 15:45:01-05	0.68
2398	2016-08-25 15:30:10-05	0.67
2399	2016-08-25 15:15:05-05	0.69
2400	2016-08-25 15:00:13-05	0.68
2401	2016-08-25 14:45:07-05	0.69
2402	2016-08-25 14:30:01-05	0.69
2403	2016-08-25 14:15:10-05	0.69
2404	2016-08-25 14:00:04-05	0.69
2405	2016-08-25 13:45:13-05	0.69
2406	2016-08-25 13:30:07-05	0.68
2407	2016-08-25 13:15:01-05	0.69
2408	2016-08-25 13:00:10-05	0.7
2409	2016-08-25 12:45:05-05	0.71
2410	2016-08-25 12:30:14-05	0.72
2411	2016-08-25 12:15:09-05	0.69
2412	2016-08-25 12:00:02-05	0.71
2413	2016-08-25 11:45:10-05	0.71
2414	2016-08-25 11:30:05-05	0.73
2415	2016-08-25 11:15:14-05	0.72
2416	2016-08-25 11:00:10-05	0.72
2417	2016-08-25 10:45:04-05	0.73
2418	2016-08-25 10:30:13-05	0.74
2419	2016-08-25 10:15:08-05	0.71
2420	2016-08-25 10:00:02-05	0.74
2421	2016-08-25 09:45:11-05	0.75
2422	2016-08-25 09:30:04-05	0.75
2423	2016-08-25 09:15:13-05	0.76
2424	2016-08-25 09:00:07-05	0.76
2425	2016-08-25 08:45:10-05	0.75
2426	2016-08-25 08:30:08-05	0.74
2427	2016-08-25 08:15:02-05	0.75
2428	2016-08-25 08:00:14-05	0.73
2429	2016-08-25 07:45:08-05	0.73
2430	2016-08-25 07:30:02-05	0.75
2431	2016-08-25 07:15:11-05	0.76
2432	2016-08-25 07:00:05-05	0.74
2433	2016-08-25 06:45:14-05	0.72
2434	2016-08-25 06:30:04-05	0.71
2435	2016-08-25 06:15:10-05	0.72
2436	2016-08-25 06:00:05-05	0.71
2437	2016-08-25 05:45:13-05	0.73
2438	2016-08-25 05:30:03-05	0.74
2439	2016-08-25 05:15:02-05	0.73
2440	2016-08-25 05:00:05-05	0.74
2441	2016-08-25 04:45:13-05	0.74
2442	2016-08-25 04:30:08-05	0.72
2443	2016-08-25 04:15:02-05	0.74
2444	2016-08-25 04:00:11-05	0.73
2445	2016-08-25 03:45:05-05	0.73
2446	2016-08-25 03:30:12-05	0.73
2447	2016-08-25 03:15:07-05	0.74
2448	2016-08-25 03:00:01-05	0.71
2449	2016-08-25 02:45:10-05	0.74
2450	2016-08-25 02:30:04-05	0.75
2451	2016-08-25 02:15:08-05	0.73
2452	2016-08-25 02:00:11-05	0.74
2453	2016-08-25 01:45:05-05	0.74
2454	2016-08-25 01:30:13-05	0.74
2455	2016-08-25 01:15:02-05	0.74
2456	2016-08-25 01:00:07-05	0.74
2457	2016-08-25 00:45:10-05	0.74
2458	2016-08-25 00:30:13-05	0.75
2459	2016-08-25 00:15:01-05	0.76
2460	2016-08-25 00:00:09-05	0.75
2461	2016-08-24 23:45:12-05	0.76
2462	2016-08-24 23:30:07-05	0.74
2463	2016-08-24 23:15:09-05	0.74
2464	2016-08-24 23:00:01-05	0.75
2465	2016-08-24 22:45:08-05	0.75
2466	2016-08-24 22:30:12-05	0.76
2467	2016-08-24 22:15:07-05	0.76
2468	2016-08-24 22:00:14-05	0.76
2469	2016-08-24 21:45:08-05	0.77
2470	2016-08-24 21:30:02-05	0.77
2471	2016-08-24 21:15:06-05	0.76
2472	2016-08-24 21:00:00-05	0.77
2473	2016-08-24 20:45:09-05	0.76
2474	2016-08-24 20:30:03-05	0.78
2475	2016-08-24 20:15:12-05	0.78
2476	2016-08-24 20:00:06-05	0.77
2477	2016-08-24 19:45:00-05	0.77
2478	2016-08-24 19:30:09-05	0.78
2479	2016-08-24 19:15:03-05	0.78
2480	2016-08-24 19:00:10-05	0.76
2481	2016-08-24 18:45:03-05	0.77
2482	2016-08-24 18:30:06-05	0.78
2483	2016-08-24 18:15:01-05	0.78
2484	2016-08-24 18:00:10-05	0.77
2485	2016-08-24 17:45:05-05	0.78
2486	2016-08-24 17:30:13-05	0.78
2487	2016-08-24 17:15:14-05	0.79
2488	2016-08-24 17:00:09-05	0.78
2489	2016-08-24 16:45:04-05	0.79
2490	2016-08-24 16:30:13-05	0.8
2491	2016-08-24 16:15:08-05	0.8
2492	2016-08-24 16:00:02-05	0.8
2493	2016-08-24 15:45:11-05	0.79
2494	2016-08-24 15:30:05-05	0.8
2495	2016-08-24 15:15:14-05	0.8
2496	2016-08-24 15:00:08-05	0.8
2497	2016-08-24 14:45:02-05	0.8
2498	2016-08-24 14:30:11-05	0.8
2499	2016-08-24 14:15:05-05	0.81
2500	2016-08-24 14:00:14-05	0.81
2501	2016-08-24 13:45:08-05	0.81
2502	2016-08-24 13:30:03-05	0.82
2503	2016-08-24 13:15:11-05	0.83
2504	2016-08-24 13:00:06-05	0.82
2505	2016-08-24 12:45:00-05	0.81
2506	2016-08-24 12:30:09-05	0.81
2507	2016-08-24 12:15:03-05	0.82
2508	2016-08-24 12:00:12-05	0.84
2509	2016-08-24 11:45:07-05	0.84
2510	2016-08-24 11:30:01-05	0.86
2511	2016-08-24 11:15:10-05	0.81
2512	2016-08-24 11:00:04-05	0.85
2513	2016-08-24 10:45:13-05	0.88
2514	2016-08-24 10:30:08-05	0.87
2515	2016-08-24 10:15:03-05	0.87
2516	2016-08-24 10:00:12-05	0.87
2517	2016-08-24 09:45:07-05	0.87
2518	2016-08-24 09:30:01-05	0.89
2519	2016-08-24 09:15:09-05	0.88
2520	2016-08-24 09:00:03-05	0.88
2521	2016-08-24 08:45:12-05	0.87
2522	2016-08-24 08:30:07-05	0.88
2523	2016-08-24 08:15:01-05	0.87
2524	2016-08-24 08:00:10-05	0.88
2525	2016-08-24 07:45:05-05	0.87
2526	2016-08-24 07:30:14-05	0.86
2527	2016-08-24 07:15:08-05	0.86
2528	2016-08-24 07:00:02-05	0.86
2529	2016-08-24 06:45:09-05	0.86
2530	2016-08-24 06:30:03-05	0.86
2531	2016-08-24 06:15:12-05	0.87
2532	2016-08-24 06:00:07-05	0.87
2533	2016-08-24 05:45:02-05	0.87
2534	2016-08-24 05:30:11-05	0.88
2535	2016-08-24 05:15:05-05	0.87
2536	2016-08-24 05:00:00-05	0.86
2537	2016-08-24 04:45:09-05	0.88
2538	2016-08-24 04:30:12-05	0.88
2539	2016-08-24 04:15:00-05	0.88
2540	2016-08-24 04:00:09-05	0.89
2541	2016-08-24 03:45:04-05	0.9
2542	2016-08-24 03:30:13-05	0.9
2543	2016-08-24 03:15:07-05	0.9
2544	2016-08-24 03:00:02-05	0.89
2545	2016-08-24 02:45:10-05	0.9
2546	2016-08-24 02:30:04-05	0.9
2547	2016-08-24 02:15:13-05	0.9
2548	2016-08-24 02:00:08-05	0.9
2549	2016-08-24 01:45:02-05	0.88
2550	2016-08-24 01:30:11-05	0.9
2551	2016-08-24 01:15:05-05	0.91
2552	2016-08-24 01:00:00-05	0.89
2553	2016-08-24 00:45:09-05	0.92
2554	2016-08-24 00:30:04-05	0.91
2555	2016-08-24 00:15:13-05	0.91
2556	2016-08-24 00:00:07-05	0.91
2557	2016-08-23 23:45:02-05	0.91
2558	2016-08-23 23:30:11-05	0.91
2559	2016-08-23 23:15:06-05	0.91
2560	2016-08-23 23:00:00-05	0.92
2561	2016-08-23 22:45:10-05	0.9
2562	2016-08-23 22:30:03-05	0.91
2563	2016-08-23 22:15:12-05	0.92
2564	2016-08-23 22:00:06-05	0.91
2565	2016-08-23 21:45:01-05	0.91
2566	2016-08-23 21:30:10-05	0.92
2567	2016-08-23 21:15:05-05	0.92
2568	2016-08-23 21:00:00-05	0.91
2569	2016-08-23 20:45:09-05	0.91
2570	2016-08-23 20:30:04-05	0.9
2571	2016-08-23 20:15:13-05	0.91
2572	2016-08-23 20:00:07-05	0.91
2573	2016-08-23 19:45:02-05	0.89
2574	2016-08-23 19:30:11-05	0.9
2575	2016-08-23 19:15:06-05	0.9
2576	2016-08-23 19:00:00-05	0.9
2577	2016-08-23 18:45:09-05	0.89
2578	2016-08-23 18:30:04-05	0.9
2579	2016-08-23 18:15:13-05	0.9
2580	2016-08-23 18:00:08-05	0.9
2581	2016-08-23 17:45:02-05	0.9
2582	2016-08-23 17:30:11-05	0.9
2583	2016-08-23 17:15:05-05	0.89
2584	2016-08-23 17:00:00-05	0.89
2585	2016-08-23 16:45:09-05	0.88
2586	2016-08-23 16:30:04-05	0.89
2587	2016-08-23 16:15:13-05	0.89
2588	2016-08-23 16:00:07-05	0.9
2589	2016-08-23 15:45:01-05	0.88
2590	2016-08-23 15:30:10-05	0.9
2591	2016-08-23 15:15:04-05	0.89
2592	2016-08-23 15:00:13-05	0.92
2593	2016-08-23 14:45:08-05	0.93
2594	2016-08-23 14:30:03-05	0.91
2595	2016-08-23 14:15:12-05	0.92
2596	2016-08-23 14:00:06-05	0.92
2597	2016-08-23 13:45:00-05	0.95
2598	2016-08-23 13:30:09-05	0.96
2599	2016-08-23 13:15:03-05	0.93
2600	2016-08-23 13:00:12-05	0.96
2601	2016-08-23 12:45:07-05	0.97
2602	2016-08-23 12:30:01-05	0.98
2603	2016-08-23 12:15:10-05	1.0
2604	2016-08-23 12:00:04-05	1.0
2605	2016-08-23 11:45:12-05	0.99
2606	2016-08-23 11:30:06-05	1.0
2607	2016-08-23 11:15:01-05	1.02
2608	2016-08-23 11:00:10-05	1.02
2609	2016-08-23 10:45:04-05	1.02
2610	2016-08-23 10:30:12-05	1.0
2611	2016-08-23 10:15:05-05	1.02
2612	2016-08-23 10:00:14-05	1.03
2613	2016-08-23 09:45:08-05	1.03
2614	2016-08-23 09:30:03-05	1.01
2615	2016-08-23 09:15:12-05	1.03
2616	2016-08-23 09:00:13-05	1.03
2617	2016-08-23 08:45:08-05	1.02
2618	2016-08-23 08:30:03-05	1.02
2619	2016-08-23 08:15:11-05	1.02
2620	2016-08-23 08:00:06-05	1.03
2621	2016-08-23 07:45:00-05	1.04
2622	2016-08-23 07:30:09-05	1.03
2623	2016-08-23 07:15:03-05	1.01
2624	2016-08-23 07:00:13-05	1.01
2625	2016-08-23 06:45:08-05	1.01
2626	2016-08-23 06:30:02-05	0.99
2627	2016-08-23 06:15:11-05	0.99
2628	2016-08-23 06:00:06-05	1.0
2629	2016-08-23 05:45:01-05	0.98
2630	2016-08-23 05:30:10-05	1.01
2631	2016-08-23 05:15:04-05	1.02
2632	2016-08-23 05:00:13-05	1.02
2633	2016-08-23 04:45:08-05	1.0
2634	2016-08-23 04:30:02-05	1.01
2635	2016-08-23 04:15:11-05	1.02
2636	2016-08-23 04:00:06-05	1.02
2637	2016-08-23 03:45:01-05	1.02
2638	2016-08-23 03:30:09-05	1.02
2639	2016-08-23 03:15:03-05	1.02
2640	2016-08-23 03:00:12-05	1.02
2641	2016-08-23 02:45:06-05	1.03
2642	2016-08-23 02:30:00-05	1.03
2643	2016-08-23 02:15:09-05	1.03
2644	2016-08-23 02:00:01-05	1.04
2645	2016-08-23 01:45:10-05	1.02
2646	2016-08-23 01:30:04-05	1.03
2647	2016-08-23 01:15:13-05	1.03
2648	2016-08-23 01:00:07-05	1.03
2649	2016-08-23 00:45:02-05	1.01
2650	2016-08-23 00:30:11-05	1.03
2651	2016-08-23 00:15:02-05	1.03
2652	2016-08-23 00:00:12-05	1.03
2653	2016-08-22 23:45:06-05	1.04
2654	2016-08-22 23:30:14-05	1.04
2655	2016-08-22 23:15:09-05	1.03
2656	2016-08-22 23:00:01-05	1.04
2657	2016-08-22 22:45:10-05	1.02
2658	2016-08-22 22:30:02-05	1.02
2659	2016-08-22 22:15:11-05	1.03
2660	2016-08-22 22:00:05-05	1.03
2661	2016-08-22 21:45:14-05	1.02
2662	2016-08-22 21:30:08-05	1.01
2663	2016-08-22 21:15:03-05	1.01
2664	2016-08-22 21:00:11-05	1.0
2665	2016-08-22 20:45:06-05	1.0
2666	2016-08-22 20:30:14-05	0.99
2667	2016-08-22 20:15:09-05	0.98
2668	2016-08-22 20:00:03-05	0.98
2669	2016-08-22 19:45:14-05	0.98
2670	2016-08-22 19:30:08-05	0.98
2671	2016-08-22 19:15:05-05	0.99
2672	2016-08-22 19:00:14-05	1.01
2673	2016-08-22 18:45:09-05	1.01
2674	2016-08-22 18:30:03-05	1.02
2675	2016-08-22 18:15:11-05	1.03
2676	2016-08-22 18:00:06-05	1.04
2677	2016-08-22 17:45:00-05	1.05
2678	2016-08-22 17:30:09-05	1.05
2679	2016-08-22 17:15:03-05	1.05
2680	2016-08-22 17:00:12-05	1.07
2681	2016-08-22 16:45:07-05	1.09
2682	2016-08-22 16:30:01-05	1.11
2683	2016-08-22 16:15:10-05	1.13
2684	2016-08-22 16:00:05-05	1.14
2685	2016-08-22 15:45:13-05	1.15
2686	2016-08-22 15:30:07-05	1.13
2687	2016-08-22 15:15:01-05	1.16
2688	2016-08-22 15:00:10-05	1.17
2689	2016-08-22 14:45:04-05	1.16
2690	2016-08-22 14:30:13-05	1.18
2691	2016-08-22 14:15:07-05	1.18
2692	2016-08-22 14:00:01-05	1.16
2693	2016-08-22 13:45:10-05	1.2
2694	2016-08-22 13:30:04-05	1.2
2695	2016-08-22 13:15:13-05	1.2
2696	2016-08-22 13:00:08-05	1.23
2697	2016-08-22 12:45:03-05	1.23
2698	2016-08-22 12:30:11-05	1.22
2699	2016-08-22 12:15:06-05	1.25
2700	2016-08-22 12:00:00-05	1.25
2701	2016-08-22 11:45:09-05	1.2
2702	2016-08-22 11:30:04-05	1.26
2703	2016-08-22 11:15:12-05	1.25
2704	2016-08-22 11:00:07-05	1.27
2705	2016-08-22 10:45:01-05	1.27
2706	2016-08-22 10:30:11-05	1.27
2707	2016-08-22 10:15:05-05	1.28
2708	2016-08-22 10:00:00-05	1.27
2709	2016-08-22 09:45:10-05	1.28
2710	2016-08-22 09:30:04-05	1.27
2711	2016-08-22 09:15:13-05	1.28
2712	2016-08-22 09:00:07-05	1.28
