timestamp (CST)	stage (ft)
2016-07-05 10:30:11-05	0.38
2016-07-05 10:45:09-05	0.4
2016-07-05 11:00:04-05	0.4
2016-07-05 11:15:00-05	0.4
2016-07-05 11:30:10-05	0.4
2016-07-05 11:45:05-05	0.38
2016-07-05 12:00:02-05	0.39
2016-07-05 12:15:12-05	0.4
2016-07-05 12:30:06-05	0.4
2016-07-05 12:45:01-05	0.4
2016-07-05 13:00:11-05	0.4
2016-07-05 13:15:06-05	0.4
2016-07-05 13:30:01-05	0.39
2016-07-05 13:45:11-05	0.4
2016-07-05 14:00:06-05	0.4
2016-07-05 14:15:01-05	0.38
2016-07-05 14:30:11-05	0.4
2016-07-05 14:45:08-05	0.38
2016-07-05 15:00:03-05	0.37
2016-07-05 15:15:13-05	0.37
2016-07-05 15:30:08-05	0.4
2016-07-05 15:45:03-05	0.38
2016-07-05 16:00:13-05	0.38
2016-07-05 16:15:09-05	0.38
2016-07-05 16:30:03-05	0.37
2016-07-05 16:45:15-05	0.36
2016-07-05 17:00:09-05	0.34
2016-07-05 17:15:04-05	0.35
2016-07-05 17:30:14-05	0.35
2016-07-05 17:45:09-05	0.35
2016-07-05 18:00:04-05	0.36
2016-07-05 18:15:14-05	0.36
2016-07-05 18:30:09-05	0.37
2016-07-05 18:45:04-05	0.35
2016-07-05 19:00:00-05	0.35
2016-07-05 19:15:11-05	0.37
2016-07-05 19:30:08-05	0.37
2016-07-05 19:45:02-05	0.38
2016-07-05 20:00:13-05	0.38
2016-07-05 20:15:02-05	0.38
2016-07-05 20:30:12-05	0.38
2016-07-05 20:45:08-05	0.35
2016-07-05 21:00:02-05	0.33
2016-07-05 21:15:12-05	0.33
2016-07-05 21:30:07-05	0.34
2016-07-05 21:45:02-05	0.34
2016-07-05 22:00:01-05	0.34
2016-07-05 22:15:11-05	0.34
2016-07-05 22:30:06-05	0.34
2016-07-05 22:45:01-05	0.34
2016-07-05 23:00:12-05	0.34
2016-07-05 23:15:07-05	0.34
2016-07-05 23:30:02-05	0.34
2016-07-05 23:45:12-05	0.34
2016-07-06 00:00:01-05	0.34
2016-07-06 00:15:11-05	0.34
2016-07-06 00:30:06-05	0.35
2016-07-06 00:45:01-05	0.3
2016-07-06 01:00:11-05	0.3
2016-07-06 01:15:05-05	0.29
2016-07-06 01:30:00-05	0.31
2016-07-06 01:45:10-05	0.37
2016-07-06 02:00:05-05	0.38
2016-07-06 02:15:15-05	0.39
2016-07-06 02:30:10-05	0.36
2016-07-06 02:45:05-05	0.4
2016-07-06 03:00:00-05	0.39
2016-07-06 03:15:10-05	0.4
2016-07-06 03:30:04-05	0.39
2016-07-06 03:45:14-05	0.39
2016-07-06 04:00:09-05	0.37
2016-07-06 04:15:03-05	0.37
2016-07-06 04:30:13-05	0.39
2016-07-06 04:45:08-05	0.38
2016-07-06 05:00:02-05	0.38
2016-07-06 05:15:13-05	0.39
2016-07-06 05:30:08-05	0.4
2016-07-06 05:45:03-05	0.39
2016-07-06 06:00:13-05	0.39
2016-07-06 06:15:08-05	0.38
2016-07-06 06:30:03-05	0.4
2016-07-06 06:45:13-05	0.4
2016-07-06 07:00:08-05	0.4
2016-07-06 07:15:03-05	0.4
2016-07-06 07:30:13-05	0.39
2016-07-06 07:45:08-05	0.38
2016-07-06 08:00:02-05	0.39
2016-07-06 08:15:13-05	0.39
2016-07-06 08:30:07-05	0.39
2016-07-06 08:45:02-05	0.4
2016-07-06 09:00:12-05	0.4
2016-07-06 09:15:07-05	0.4
2016-07-06 09:30:01-05	0.4
2016-07-06 09:45:11-05	0.4
2016-07-06 10:00:07-05	0.4
2016-07-06 10:15:02-05	0.41
2016-07-06 10:30:12-05	0.41
2016-07-06 10:45:07-05	0.41
2016-07-06 11:00:01-05	0.4
2016-07-06 11:15:11-05	0.41
2016-07-06 11:30:06-05	0.42
2016-07-06 11:45:01-05	0.4
2016-07-06 12:00:10-05	0.41
2016-07-06 12:15:04-05	0.41
2016-07-06 12:30:14-05	0.39
2016-07-06 12:45:10-05	0.37
2016-07-06 13:00:05-05	0.37
2016-07-06 13:15:15-05	0.4
2016-07-06 13:30:09-05	0.37
2016-07-06 13:45:04-05	0.39
2016-07-06 14:00:14-05	0.37
2016-07-06 14:15:09-05	0.37
2016-07-06 14:30:04-05	0.35
2016-07-06 14:45:14-05	0.36
2016-07-06 15:00:09-05	0.38
2016-07-06 15:15:05-05	0.37
2016-07-06 15:30:12-05	0.32
2016-07-06 15:45:07-05	0.34
2016-07-06 16:00:01-05	0.34
2016-07-06 16:15:11-05	0.32
2016-07-06 16:30:06-05	0.3
2016-07-06 16:45:01-05	0.28
2016-07-06 17:00:11-05	0.29
2016-07-06 17:15:06-05	0.26
2016-07-06 17:30:01-05	0.25
2016-07-06 17:45:12-05	0.25
2016-07-06 18:00:07-05	0.25
2016-07-06 18:15:02-05	0.25
2016-07-06 18:30:12-05	0.25
2016-07-06 18:45:06-05	0.27
2016-07-06 19:00:02-05	0.27
2016-07-06 19:15:12-05	0.28
2016-07-06 19:30:07-05	0.3
2016-07-06 19:45:02-05	0.3
2016-07-06 20:00:12-05	0.34
2016-07-06 20:15:07-05	0.34
2016-07-06 20:30:14-05	0.33
2016-07-06 20:45:09-05	0.33
2016-07-06 21:00:03-05	0.32
2016-07-06 21:15:15-05	0.32
2016-07-06 21:30:09-05	0.33
2016-07-06 21:45:04-05	0.32
2016-07-06 22:00:14-05	0.32
2016-07-06 22:15:09-05	0.32
2016-07-06 22:30:04-05	0.32
2016-07-06 22:45:14-05	0.34
2016-07-06 23:00:09-05	0.34
2016-07-06 23:15:04-05	0.33
2016-07-06 23:30:14-05	0.34
2016-07-06 23:45:09-05	0.37
2016-07-07 00:00:04-05	0.37
2016-07-07 00:15:14-05	0.37
2016-07-07 00:30:09-05	0.37
2016-07-07 00:45:03-05	0.37
2016-07-07 01:00:13-05	0.36
2016-07-07 01:15:08-05	0.34
2016-07-07 01:30:03-05	0.34
2016-07-07 01:45:13-05	0.34
2016-07-07 02:00:09-05	0.34
2016-07-07 02:15:03-05	0.29
2016-07-07 02:30:13-05	0.27
2016-07-07 02:45:09-05	0.27
2016-07-07 03:00:03-05	0.32
2016-07-07 03:15:13-05	0.35
2016-07-07 03:30:08-05	0.36
2016-07-07 03:45:03-05	0.34
2016-07-07 04:00:14-05	0.35
2016-07-07 04:15:08-05	0.37
2016-07-07 04:30:03-05	0.36
2016-07-07 04:45:13-05	0.38
2016-07-07 05:00:08-05	0.39
2016-07-07 05:15:03-05	0.4
2016-07-07 05:30:13-05	0.38
2016-07-07 05:45:07-05	0.4
2016-07-07 06:00:02-05	0.41
2016-07-07 06:15:12-05	0.42
2016-07-07 06:30:07-05	0.42
2016-07-07 06:45:01-05	0.44
2016-07-07 07:00:11-05	0.44
2016-07-07 07:15:05-05	0.44
2016-07-07 07:30:00-05	0.44
2016-07-07 07:45:11-05	0.43
2016-07-07 08:00:06-05	0.44
2016-07-07 08:15:02-05	0.46
2016-07-07 08:30:12-05	0.44
2016-07-07 08:45:06-05	0.44
2016-07-07 09:00:02-05	0.46
2016-07-07 09:15:12-05	0.46
2016-07-07 09:30:08-05	0.44
2016-07-07 09:45:03-05	0.45
2016-07-07 10:00:14-05	0.44
2016-07-07 10:15:08-05	0.45
2016-07-07 10:30:03-05	0.44
2016-07-07 10:45:14-05	0.43
2016-07-07 11:00:10-05	0.44
2016-07-07 11:15:06-05	0.42
2016-07-07 11:30:01-05	0.41
2016-07-07 11:45:11-05	0.42
2016-07-07 12:00:06-05	0.41
2016-07-07 12:15:01-05	0.41
2016-07-07 12:30:11-05	0.41
2016-07-07 12:45:05-05	0.41
2016-07-07 13:00:00-05	0.42
2016-07-07 13:15:11-05	0.42
2016-07-07 13:30:06-05	0.41
2016-07-07 13:45:01-05	0.42
2016-07-07 14:00:11-05	0.41
2016-07-07 14:15:06-05	0.4
2016-07-07 14:30:01-05	0.38
2016-07-07 14:45:11-05	0.39
2016-07-07 15:00:06-05	0.38
2016-07-07 15:15:01-05	0.37
2016-07-07 15:30:11-05	0.34
2016-07-07 15:45:05-05	0.36
2016-07-07 16:00:00-05	0.38
2016-07-07 16:15:10-05	0.38
2016-07-07 16:30:05-05	0.39
2016-07-07 16:45:00-05	0.37
2016-07-07 17:00:11-05	0.36
2016-07-07 17:15:06-05	0.36
2016-07-07 17:30:02-05	0.33
2016-07-07 17:45:13-05	0.35
2016-07-07 18:00:08-05	0.33
2016-07-07 18:15:03-05	0.3
2016-07-07 18:30:13-05	0.32
2016-07-07 18:45:08-05	0.33
2016-07-07 19:00:03-05	0.33
2016-07-07 19:15:13-05	0.33
2016-07-07 19:30:08-05	0.34
2016-07-07 19:45:03-05	0.35
2016-07-07 20:00:12-05	0.36
2016-07-07 20:15:07-05	0.37
2016-07-07 20:30:01-05	0.36
2016-07-07 20:45:11-05	0.35
2016-07-07 21:00:06-05	0.36
2016-07-07 21:15:01-05	0.34
2016-07-07 21:30:11-05	0.35
2016-07-07 21:45:06-05	0.38
2016-07-07 22:00:01-05	0.37
2016-07-07 22:15:11-05	0.35
2016-07-07 22:30:05-05	0.36
2016-07-07 22:45:01-05	0.36
2016-07-07 23:00:11-05	0.36
2016-07-07 23:15:06-05	0.37
2016-07-07 23:30:01-05	0.36
2016-07-07 23:45:11-05	0.37
2016-07-08 00:00:07-05	0.37
2016-07-08 00:15:10-05	0.36
2016-07-08 00:30:06-05	0.37
2016-07-08 00:45:01-05	0.36
2016-07-08 01:00:11-05	0.36
2016-07-08 01:15:05-05	0.36
2016-07-08 01:30:15-05	0.36
2016-07-08 01:45:10-05	0.36
2016-07-08 02:00:06-05	0.36
2016-07-08 02:15:01-05	0.37
2016-07-08 02:30:10-05	0.37
2016-07-08 02:45:05-05	0.35
2016-07-08 03:00:01-05	0.35
2016-07-08 03:15:12-05	0.34
2016-07-08 03:30:06-05	0.35
2016-07-08 03:45:01-05	0.33
2016-07-08 04:00:11-05	0.34
2016-07-08 04:15:06-05	0.33
2016-07-08 04:30:01-05	0.33
2016-07-08 04:45:10-05	0.34
2016-07-08 05:00:06-05	0.33
2016-07-08 05:15:01-05	0.32
2016-07-08 05:30:12-05	0.3
2016-07-08 05:45:07-05	0.32
2016-07-08 06:00:01-05	0.32
2016-07-08 06:15:11-05	0.35
2016-07-08 06:30:06-05	0.36
2016-07-08 06:45:00-05	0.38
2016-07-08 07:00:10-05	0.39
2016-07-08 07:15:06-05	0.41
2016-07-08 07:30:02-05	0.41
2016-07-08 07:45:13-05	0.41
2016-07-08 08:00:07-05	0.42
2016-07-08 08:15:02-05	0.42
2016-07-08 08:30:12-05	0.4
2016-07-08 08:45:08-05	0.42
2016-07-08 09:00:03-05	0.38
2016-07-08 09:15:13-05	0.35
2016-07-08 09:30:08-05	0.38
2016-07-08 09:45:04-05	0.38
2016-07-08 10:00:14-05	0.37
2016-07-08 10:15:09-05	0.37
2016-07-08 10:30:04-05	0.37
2016-07-08 10:45:15-05	0.35
2016-07-08 11:00:10-05	0.33
2016-07-08 11:15:05-05	0.36
2016-07-08 11:30:00-05	0.37
2016-07-08 11:45:11-05	0.36
2016-07-08 12:00:06-05	0.36
2016-07-08 12:15:01-05	0.34
2016-07-08 12:30:12-05	0.36
2016-07-08 12:45:06-05	0.37
2016-07-08 13:00:01-05	0.37
2016-07-08 13:15:13-05	0.33
2016-07-08 13:30:08-05	0.32
2016-07-08 13:45:03-05	0.36
2016-07-08 14:00:14-05	0.34
2016-07-08 14:15:08-05	0.32
2016-07-08 14:30:05-05	0.34
2016-07-08 14:45:01-05	0.31
2016-07-08 15:00:11-05	0.32
2016-07-08 15:15:06-05	0.32
2016-07-08 15:30:02-05	0.31
2016-07-08 15:45:13-05	0.31
2016-07-08 16:00:08-05	0.32
2016-07-08 16:15:05-05	0.28
2016-07-08 16:30:00-05	0.29
2016-07-08 16:45:11-05	0.28
2016-07-08 17:00:07-05	0.26
2016-07-08 17:15:02-05	0.27
2016-07-08 17:30:11-05	-2.19
2016-07-08 17:45:07-05	0.26
2016-07-08 18:00:02-05	0.26
2016-07-08 18:15:12-05	0.28
2016-07-08 18:30:07-05	0.28
2016-07-08 18:45:02-05	0.28
2016-07-08 19:00:13-05	0.3
2016-07-08 19:15:10-05	0.29
2016-07-08 19:30:05-05	0.29
2016-07-08 19:45:15-05	0.29
2016-07-08 20:00:10-05	0.28
2016-07-08 20:15:04-05	0.27
2016-07-08 20:30:14-05	0.26
2016-07-08 20:45:09-05	0.26
2016-07-08 21:00:04-05	0.25
2016-07-08 21:15:00-05	0.25
2016-07-08 21:30:09-05	0.25
2016-07-08 21:45:04-05	0.26
2016-07-08 22:00:14-05	0.27
2016-07-08 22:15:08-05	0.26
2016-07-08 22:30:03-05	0.26
2016-07-08 22:45:13-05	0.26
2016-07-08 23:00:08-05	0.26
2016-07-08 23:15:02-05	0.26
2016-07-08 23:30:12-05	0.26
2016-07-08 23:45:07-05	0.27
2016-07-09 00:00:01-05	0.26
2016-07-09 00:15:11-05	0.27
2016-07-09 00:30:06-05	0.27
2016-07-09 00:45:01-05	0.28
2016-07-09 01:00:11-05	0.25
2016-07-09 01:15:05-05	0.27
2016-07-09 01:30:00-05	0.28
2016-07-09 01:45:10-05	0.27
2016-07-09 02:00:04-05	0.27
2016-07-09 02:15:14-05	0.27
2016-07-09 02:30:09-05	0.26
2016-07-09 02:45:04-05	0.27
2016-07-09 03:00:13-05	0.26
2016-07-09 03:15:08-05	0.27
2016-07-09 03:30:02-05	0.27
2016-07-09 03:45:12-05	0.26
2016-07-09 04:00:07-05	0.27
2016-07-09 04:15:01-05	0.27
2016-07-09 04:30:11-05	0.28
2016-07-09 04:45:06-05	0.28
2016-07-09 05:00:00-05	0.28
2016-07-09 05:15:11-05	0.27
2016-07-09 05:30:05-05	0.27
2016-07-09 05:45:00-05	0.27
2016-07-09 06:00:11-05	0.28
2016-07-09 06:15:05-05	0.26
2016-07-09 06:30:15-05	0.28
2016-07-09 06:45:09-05	0.29
2016-07-09 07:00:03-05	0.29
2016-07-09 07:15:13-05	0.31
2016-07-09 07:30:08-05	0.32
2016-07-09 07:45:03-05	0.32
2016-07-09 08:00:13-05	0.33
2016-07-09 08:15:08-05	0.34
2016-07-09 08:30:02-05	0.34
2016-07-09 08:45:01-05	0.34
2016-07-09 09:00:11-05	0.33
2016-07-09 09:15:03-05	0.31
2016-07-09 09:30:01-05	0.31
2016-07-09 09:45:11-05	0.31
2016-07-09 10:00:06-05	0.28
2016-07-09 10:15:00-05	0.29
2016-07-09 10:30:10-05	0.3
2016-07-09 10:45:06-05	0.29
2016-07-09 11:00:02-05	0.28
2016-07-09 11:15:12-05	0.28
2016-07-09 11:30:06-05	0.27
2016-07-09 11:45:01-05	0.29
2016-07-09 12:00:11-05	0.29
2016-07-09 12:15:03-05	0.3
2016-07-09 12:30:13-05	0.29
2016-07-09 12:45:09-05	0.27
2016-07-09 13:00:04-05	0.29
2016-07-09 13:15:14-05	0.28
2016-07-09 13:30:08-05	0.3
2016-07-09 13:45:02-05	0.29
2016-07-09 14:00:12-05	0.3
2016-07-09 14:15:07-05	0.31
2016-07-09 14:30:02-05	0.29
2016-07-09 14:45:12-05	0.29
2016-07-09 15:00:07-05	0.28
2016-07-09 15:15:03-05	0.3
2016-07-09 15:30:12-05	0.28
2016-07-09 15:45:07-05	0.29
2016-07-09 16:00:02-05	0.28
2016-07-09 16:15:13-05	0.27
2016-07-09 16:30:10-05	0.27
2016-07-09 16:45:05-05	0.26
2016-07-09 17:00:01-05	0.26
2016-07-09 17:15:10-05	0.26
2016-07-09 17:30:05-05	0.25
2016-07-09 17:45:01-05	0.25
2016-07-09 18:00:12-05	0.25
2016-07-09 18:15:06-05	0.26
2016-07-09 18:30:13-05	0.27
2016-07-09 18:45:08-05	0.28
2016-07-09 19:00:03-05	0.28
2016-07-09 19:15:13-05	0.29
2016-07-09 19:30:08-05	0.28
2016-07-09 19:45:03-05	0.28
2016-07-09 20:00:13-05	0.27
2016-07-09 20:15:07-05	0.27
2016-07-09 20:30:02-05	0.26
2016-07-09 20:45:12-05	0.26
2016-07-09 21:00:08-05	0.26
2016-07-09 21:15:02-05	0.27
2016-07-09 21:30:14-05	0.26
2016-07-09 21:45:09-05	0.26
2016-07-09 22:00:05-05	0.29
2016-07-09 22:15:01-05	0.29
2016-07-09 22:30:12-05	0.29
2016-07-09 22:45:07-05	0.28
2016-07-09 23:00:01-05	0.29
2016-07-09 23:15:11-05	0.29
2016-07-09 23:30:07-05	0.29
2016-07-09 23:45:01-05	0.29
2016-07-10 00:00:11-05	0.3
2016-07-10 00:15:07-05	0.29
2016-07-10 00:30:01-05	0.29
2016-07-10 00:45:11-05	0.28
2016-07-10 01:00:06-05	0.3
2016-07-10 01:15:01-05	0.29
2016-07-10 01:30:11-05	0.29
2016-07-10 01:45:05-05	0.29
2016-07-10 02:00:01-05	0.28
2016-07-10 02:15:12-05	0.28
2016-07-10 02:30:07-05	0.3
2016-07-10 02:45:02-05	0.3
2016-07-10 03:00:12-05	0.29
2016-07-10 03:15:06-05	0.3
2016-07-10 03:30:01-05	0.29
2016-07-10 03:45:11-05	0.29
2016-07-10 04:00:06-05	0.29
2016-07-10 04:15:00-05	0.3
2016-07-10 04:30:10-05	0.3
2016-07-10 04:45:05-05	0.31
2016-07-10 05:00:00-05	0.31
2016-07-10 05:15:10-05	0.3
2016-07-10 05:30:05-05	0.3
2016-07-10 05:45:15-05	0.3
2016-07-10 06:00:10-05	0.3
2016-07-10 06:15:05-05	0.3
2016-07-10 06:30:15-05	0.31
2016-07-10 06:45:09-05	0.31
2016-07-10 07:00:05-05	0.31
2016-07-10 07:15:15-05	0.32
2016-07-10 07:30:09-05	0.32
2016-07-10 07:45:04-05	0.32
2016-07-10 08:00:14-05	0.32
2016-07-10 08:15:09-05	0.32
2016-07-10 08:30:04-05	0.32
2016-07-10 08:45:14-05	0.32
2016-07-10 09:00:08-05	0.32
2016-07-10 09:15:03-05	0.3
2016-07-10 09:30:13-05	0.28
2016-07-10 09:45:07-05	0.24
2016-07-10 10:00:02-05	0.23
2016-07-10 10:15:13-05	0.25
2016-07-10 10:30:07-05	0.31
2016-07-10 10:45:02-05	0.32
2016-07-10 11:00:14-05	0.33
2016-07-10 11:15:09-05	0.33
2016-07-10 11:30:05-05	0.35
2016-07-10 11:45:00-05	0.35
2016-07-10 12:00:10-05	0.36
2016-07-10 12:15:05-05	0.37
2016-07-10 12:30:00-05	0.37
2016-07-10 12:45:10-05	0.36
2016-07-10 13:00:04-05	0.37
2016-07-10 13:15:14-05	0.36
2016-07-10 13:30:09-05	0.37
2016-07-10 13:45:04-05	0.37
2016-07-10 14:00:01-05	0.36
2016-07-10 14:15:11-05	0.36
2016-07-10 14:30:05-05	0.36
2016-07-10 14:45:00-05	0.35
2016-07-10 15:00:11-05	0.35
2016-07-10 15:15:07-05	0.34
2016-07-10 15:30:03-05	0.34
2016-07-10 15:45:13-05	0.34
2016-07-10 16:00:08-05	0.33
2016-07-10 16:15:05-05	0.32
2016-07-10 16:30:15-05	0.33
2016-07-10 16:45:10-05	0.32
2016-07-10 17:00:06-05	0.32
2016-07-10 17:15:01-05	0.31
2016-07-10 17:30:09-05	0.3
2016-07-10 17:45:03-05	0.29
2016-07-10 18:00:13-05	0.3
2016-07-10 18:15:08-05	0.3
2016-07-10 18:30:03-05	0.3
2016-07-10 18:45:14-05	0.32
2016-07-10 19:00:10-05	0.32
2016-07-10 19:15:04-05	0.32
2016-07-10 19:30:14-05	0.31
2016-07-10 19:45:10-05	0.32
2016-07-10 20:00:05-05	0.31
2016-07-10 20:15:00-05	0.32
2016-07-10 20:30:10-05	0.31
2016-07-10 20:45:05-05	0.31
2016-07-10 21:00:00-05	0.31
2016-07-10 21:15:10-05	0.29
2016-07-10 21:30:06-05	0.32
2016-07-10 21:45:01-05	0.32
2016-07-10 22:00:12-05	0.32
2016-07-10 22:15:06-05	0.32
2016-07-10 22:30:01-05	0.32
2016-07-10 22:45:11-05	0.33
2016-07-10 23:00:08-05	0.32
2016-07-10 23:15:02-05	0.32
2016-07-10 23:30:13-05	0.32
2016-07-10 23:45:08-05	0.31
2016-07-11 00:00:08-05	0.32
2016-07-11 00:15:03-05	0.32
2016-07-11 00:30:13-05	0.32
2016-07-11 00:45:08-05	0.33
2016-07-11 01:00:03-05	0.33
2016-07-11 01:15:13-05	0.33
2016-07-11 01:30:09-05	0.33
2016-07-11 01:45:05-05	0.33
2016-07-11 02:00:00-05	0.33
2016-07-11 02:15:09-05	0.33
2016-07-11 02:30:04-05	0.33
2016-07-11 02:45:11-05	0.33
2016-07-11 03:00:10-05	0.33
2016-07-11 03:15:06-05	0.34
2016-07-11 03:30:01-05	0.35
2016-07-11 03:45:13-05	0.36
2016-07-11 04:00:07-05	0.35
2016-07-11 04:15:02-05	0.35
2016-07-11 04:30:12-05	0.35
2016-07-11 04:45:07-05	0.35
2016-07-11 05:00:01-05	0.36
2016-07-11 05:15:11-05	0.35
2016-07-11 05:30:06-05	0.35
2016-07-11 05:45:01-05	0.35
2016-07-11 06:00:11-05	0.35
2016-07-11 06:15:06-05	0.35
2016-07-11 06:30:00-05	0.35
2016-07-11 06:45:11-05	0.35
2016-07-11 07:00:08-05	0.35
2016-07-11 07:15:02-05	0.35
2016-07-11 07:30:12-05	0.35
2016-07-11 07:45:07-05	0.35
2016-07-11 08:00:02-05	0.35
2016-07-11 08:15:12-05	0.35
2016-07-11 08:30:07-05	0.37
2016-07-11 08:45:01-05	0.4
2016-07-11 09:00:11-05	0.44
2016-07-11 09:15:06-05	0.45
2016-07-11 09:30:01-05	0.46
2016-07-11 09:45:11-05	0.46
2016-07-11 10:00:06-05	0.45
2016-07-11 10:15:01-05	0.44
2016-07-11 10:30:11-05	0.45
2016-07-11 10:45:06-05	0.45
2016-07-11 11:00:01-05	0.46
2016-07-11 11:15:11-05	0.44
2016-07-11 11:30:06-05	0.44
2016-07-11 11:45:01-05	0.44
2016-07-11 12:00:11-05	0.44
2016-07-11 12:15:06-05	0.43
2016-07-11 12:30:01-05	0.42
2016-07-11 12:45:11-05	0.42
2016-07-11 13:00:06-05	0.42
2016-07-11 13:15:01-05	0.41
2016-07-11 13:30:11-05	0.4
2016-07-11 13:45:07-05	0.4
2016-07-11 14:00:01-05	0.38
2016-07-11 14:15:11-05	0.39
2016-07-11 14:30:06-05	0.39
2016-07-11 14:45:02-05	0.38
2016-07-11 15:00:12-05	0.38
2016-07-11 15:15:07-05	0.36
2016-07-11 15:30:02-05	0.36
2016-07-11 15:45:14-05	0.34
2016-07-11 16:00:10-05	0.35
2016-07-11 16:15:05-05	0.34
2016-07-11 16:30:00-05	0.34
2016-07-11 16:45:11-05	0.32
2016-07-11 17:00:06-05	0.3
2016-07-11 17:15:00-05	0.31
2016-07-11 17:30:10-05	0.33
2016-07-11 17:45:05-05	0.31
2016-07-11 18:00:15-05	0.31
2016-07-11 18:15:10-05	0.32
2016-07-11 18:30:06-05	0.33
2016-07-11 18:45:02-05	0.33
2016-07-11 19:00:12-05	0.34
2016-07-11 19:15:07-05	0.33
2016-07-11 19:30:02-05	0.34
2016-07-11 19:45:13-05	0.35
2016-07-11 20:00:08-05	0.34
2016-07-11 20:15:03-05	0.33
2016-07-11 20:30:14-05	0.33
2016-07-11 20:45:09-05	0.34
2016-07-11 21:00:04-05	0.32
2016-07-11 21:15:14-05	0.34
2016-07-11 21:30:09-05	0.33
2016-07-11 21:45:03-05	0.33
2016-07-11 22:00:14-05	0.33
2016-07-11 22:15:10-05	0.34
2016-07-11 22:30:04-05	0.33
2016-07-11 22:45:00-05	0.33
2016-07-11 23:00:10-05	0.32
2016-07-11 23:15:06-05	0.18
2016-07-11 23:30:02-05	0.23
2016-07-11 23:45:13-05	0.26
2016-07-12 00:00:08-05	0.29
2016-07-12 00:15:03-05	0.34
2016-07-12 00:30:13-05	0.34
2016-07-12 00:45:08-05	0.39
2016-07-12 01:00:03-05	0.36
2016-07-12 01:15:13-05	0.39
2016-07-12 01:30:08-05	0.38
2016-07-12 01:45:04-05	0.39
2016-07-12 02:00:14-05	0.4
2016-07-12 02:15:09-05	0.39
2016-07-12 02:30:05-05	0.39
2016-07-12 02:45:00-05	0.42
2016-07-12 03:00:10-05	0.42
2016-07-12 03:15:05-05	0.43
2016-07-12 03:30:01-05	0.43
2016-07-12 03:45:11-05	0.43
2016-07-12 04:00:07-05	0.4
2016-07-12 04:15:02-05	0.43
2016-07-12 04:30:12-05	0.44
2016-07-12 04:45:06-05	0.43
2016-07-12 05:00:01-05	0.4
2016-07-12 05:15:11-05	0.41
2016-07-12 05:30:06-05	0.43
2016-07-12 05:45:01-05	0.43
2016-07-12 06:00:11-05	0.4
2016-07-12 06:15:06-05	0.4
2016-07-12 06:30:00-05	0.4
2016-07-12 06:45:10-05	0.41
2016-07-12 07:00:05-05	0.41
2016-07-12 07:15:15-05	0.42
2016-07-12 07:30:09-05	0.43
2016-07-12 07:45:04-05	0.43
2016-07-12 08:00:14-05	0.43
2016-07-12 08:15:09-05	0.43
2016-07-12 08:30:05-05	0.43
2016-07-12 08:45:15-05	0.42
2016-07-12 09:00:09-05	0.43
2016-07-12 09:15:04-05	0.42
2016-07-12 09:30:14-05	0.42
2016-07-12 09:45:09-05	0.37
2016-07-12 10:00:04-05	0.39
2016-07-12 10:15:14-05	0.41
2016-07-12 10:30:10-05	0.42
2016-07-12 10:45:04-05	0.42
2016-07-12 11:00:14-05	0.41
2016-09-06 10:45:03-05	0.28
2016-09-06 11:00:14-05	0.29
2016-09-06 11:15:09-05	0.3
2016-09-06 11:30:04-05	0.32
2016-09-06 11:45:14-05	0.31
2016-09-06 12:00:09-05	0.32
2016-09-06 12:15:04-05	0.33
2016-09-06 12:30:13-05	0.34
2016-09-06 12:45:10-05	0.33
2016-09-06 13:00:05-05	0.31
2016-09-06 13:15:00-05	0.31
2016-09-06 13:30:10-05	0.3
2016-09-06 13:45:05-05	0.29
2016-09-06 14:00:00-05	0.28
2016-09-06 14:15:10-05	0.27
2016-09-06 14:30:06-05	0.25
2016-09-06 14:45:01-05	0.28
2016-09-06 15:00:11-05	0.27
2016-09-06 15:15:06-05	0.27
2016-09-06 15:30:01-05	0.26
2016-09-06 15:45:11-05	0.28
2016-09-06 16:00:06-05	0.26
2016-09-06 16:15:01-05	0.26
2016-09-06 16:30:11-05	0.28
2016-09-06 16:45:06-05	0.27
2016-09-06 17:00:01-05	0.25
2016-09-06 17:15:11-05	0.26
2016-09-06 17:30:06-05	0.25
2016-09-06 17:45:02-05	0.27
2016-09-06 18:00:12-05	0.28
2016-09-06 18:15:07-05	0.26
2016-09-06 18:30:02-05	0.28
2016-09-06 18:45:12-05	0.27
2016-09-06 19:00:07-05	0.26
2016-09-06 19:15:02-05	0.25
2016-09-06 19:30:12-05	0.25
2016-09-06 19:45:07-05	0.25
2016-09-06 20:00:02-05	0.25
2016-09-06 20:15:12-05	0.23
2016-09-06 20:30:07-05	0.26
2016-09-06 20:45:02-05	0.25
2016-09-06 21:00:12-05	0.26
2016-09-06 21:15:07-05	0.27
2016-09-06 21:30:02-05	0.27
2016-09-06 21:45:12-05	0.28
2016-09-06 22:00:07-05	0.29
2016-09-06 22:15:01-05	0.3
2016-09-06 22:30:12-05	0.29
2016-09-06 22:45:07-05	0.29
2016-09-06 23:00:01-05	0.29
2016-09-06 23:15:11-05	0.28
2016-09-06 23:30:06-05	0.29
2016-09-06 23:45:01-05	0.29
2016-09-07 00:00:11-05	0.28
2016-09-07 00:15:06-05	0.29
2016-09-07 00:30:01-05	0.29
2016-09-07 00:45:12-05	0.29
2016-09-07 01:00:07-05	0.29
2016-09-07 01:15:02-05	0.29
2016-09-07 01:30:12-05	0.29
